salesforce_account_id,name,parent_sf_account_id,parent_name,name_state_zip_slug,email,phone,phone2,website,street,street_2,city,county,state_province,postal_code,country,latitude,longitude,classical_status,classical_abstract_md_file,classical_report_md_file,classical_report_pdf_file,school_type,operating_model,private_public,church_governed,date_founded,student_population,facility_size,facility_nature,facility_lease_own,educator_certificates_degrees,educator_classes,educator_curriculums,student_curriculums,athletics,co_curricular_programs,classcon_programs,description,admissions_description,admissions_process,accreditations_description,accreditations_bullets,programs_description,programs_bullets,specialties_description,specialties_bullets,tuition_description,parent_id,head_contact_id,ambassador_contact_id,worldview,affiliations,school_awards,school_college_acceptances,liberal_arts,classical_language,great_books,low_tech,memory_work,socratic_method,etiquette,house_system,common_arts,classical_abstract_mdfile,classical_report_mdfile,classical_report_pdffile,featured_image_url,featured_image_2_jpgfile,show_classical_tab,show_campus_tab,show_tab_3,show_tab_4,account_id,cap_orig_sort
Acct2196,Redeemer Classical School,,,redeemer-classical-school-ga-30269,info@redeemerclassicalschool.com,+1 912 704 8822,,https://www.redeemerclassicalschool.com/,PO Box 2023,,Fayetteville,Fayette County,GA,30269,US,33.39972880,-84.58275860,classical,redeemer-classical-school-ga-30269-fcapi-classicality-abstract.md,redeemer-classical-school-ga-30269-fcapi-classicality-audit.md,redeemer-classical-school-ga-30269-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate,Private School,Private,0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,redeemer-classical-school-ga-30269-fcapi-classicality-abstract.md,redeemer-classical-school-ga-30269-fcapi-classicality-audit.md,redeemer-classical-school-ga-30269-v20260107-fcapi-classicality-audit.pdf,"https://static.wixstatic.com/media/661823_2cc9599a3e8d4c14aceaa68ea5ad7ca1%7Emv2.png/v1/fit/w_2500,h_1330,al_c/661823_2cc9599a3e8d4c14aceaa68ea5ad7ca1%7Emv2.png",,0,0,0,0,2010,354
Acct2197,Redeemer Classical School,,,redeemer-classical-school-in-46807,redeemerclassicalschool@gmail.com,+1 316 650 1402,,https://fortwayneclassical.com/,202 W Rudisill Blvd.,,Fort Wayne,Allen County,IN,46807,US,41.05035880,-85.13936320,somewhat-classical,redeemer-classical-school-in-46807-fcapi-classicality-abstract.md,redeemer-classical-school-in-46807-fcapi-classicality-audit.md,redeemer-classical-school-in-46807-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,redeemer-classical-school-in-46807-fcapi-classicality-abstract.md,redeemer-classical-school-in-46807-fcapi-classicality-audit.md,redeemer-classical-school-in-46807-v20260107-fcapi-classicality-audit.pdf,https://fortwayneclassical.com/wp-content/uploads/2016/12/cropped-austria_-_admont_abbey_library_-_1203.jpg,,0,0,0,0,2011,2158
Acct2198,Redeemer Classical School,,,redeemer-classical-school-va-22832,info@redeemerclassical.org,+1 540 271 8144,,https://redeemerclassical.org/,PO Box 737,,Keezletown,Rockingham County,VA,22832,US,38.41576900,-78.80179120,classical,redeemer-classical-school-va-22832-fcapi-classicality-abstract.md,redeemer-classical-school-va-22832-fcapi-classicality-audit.md,redeemer-classical-school-va-22832-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,,,0,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,redeemer-classical-school-va-22832-fcapi-classicality-abstract.md,redeemer-classical-school-va-22832-fcapi-classicality-audit.md,redeemer-classical-school-va-22832-v20260107-fcapi-classicality-audit.pdf,http://static1.squarespace.com/static/5c1158d9b40b9de2184fced4/t/5e862d6333577a3a8c40d1fa/1614180489687/Kindergarten_Asher.jpg?format=1500w,,0,0,0,0,2012,
Acct2206,Reformation Classical Academy,,,reformation-classical-academy-oh-45403,office@rcadayton.com,(937) 867-3468,,https://www.rcadayton.com/,1501 E 3rd St,,Dayton,,OH,45403,US,39.76333040,-84.17156110,classical,reformation-classical-academy-oh-45403-fcapi-classicality-abstract.md,reformation-classical-academy-oh-45403-fcapi-classicality-audit.md,reformation-classical-academy-oh-45403-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private School,0,2022,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,1,0,0,0,0,reformation-classical-academy-oh-45403-fcapi-classicality-abstract.md,reformation-classical-academy-oh-45403-fcapi-classicality-audit.md,reformation-classical-academy-oh-45403-v20260107-fcapi-classicality-audit.pdf,"https://static.wixstatic.com/media/7228dd_bfc5b7b5dac544398c60b64ca18eb54b~mv2.png/v1/crop/x_222,y_111,w_1209,h_688/fill/w_190,h_108,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/FBC%20-%20RCA%20Color%20Logo%20-%20white%20background%202022.png",,0,0,0,0,2019,
Acct2208,Regent Preparatory School of Oklahoma,,,regent-preparatory-school-oklahoma-ok-74133,agilbert@rpsok.org,+1 217 317 9227,+1 918 663 1002,https://rpsok.org/,8621 S Memorial Dr.,,Tulsa,Tulsa County,OK,74133,US,36.03786950,-95.88518470,pending,regent-preparatory-school-oklahoma-ok-74133-fcapi-classicality-abstract.md,regent-preparatory-school-oklahoma-ok-74133-fcapi-classicality-audit.md,,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,regent-preparatory-school-oklahoma-ok-74133-fcapi-classicality-abstract.md,regent-preparatory-school-oklahoma-ok-74133-fcapi-classicality-audit.md,,https://www.rpsok.org/custom/images/logo.png,,0,0,0,0,2021,2102
Acct2209,Regents Academy,,,regents-academy-tx-75961,office@regentsacademy.com,+1 936 559 7343,,https://regentsacademy.com/,200 NE Stallings Dr.,,Nacogdoches,Nacogdoches County,TX,75961,US,31.59395410,-94.61578540,classical,regents-academy-tx-75961-fcapi-classicality-abstract.md,regents-academy-tx-75961-fcapi-classicality-audit.md,regents-academy-tx-75961-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,regents-academy-tx-75961-fcapi-classicality-abstract.md,regents-academy-tx-75961-fcapi-classicality-audit.md,regents-academy-tx-75961-v20260107-fcapi-classicality-audit.pdf,https://www.regentsacademy.com/wp-content/uploads/2022/12/Regents-Academy_Crest_stickheader_250x100.png,,0,0,0,0,2022,1838
Acct2211,Regents School of Austin,,,regents-school-austin-tx-78735,info@regentsaustin.org,+1 512 899 8095,,https://regentsaustin.org/,3230 Travis Country Circle,,Austin,Travis County,TX,78735,US,30.25452800,-97.84535850,classical,regents-school-austin-tx-78735-fcapi-classicality-abstract.md,regents-school-austin-tx-78735-fcapi-classicality-audit.md,regents-school-austin-tx-78735-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,regents-school-austin-tx-78735-fcapi-classicality-abstract.md,regents-school-austin-tx-78735-fcapi-classicality-audit.md,regents-school-austin-tx-78735-v20260107-fcapi-classicality-audit.pdf,https://www.regentsaustin.org/ams/Homepage_Hero-522-Page-Image_1668.webp?version=638641682718300000,,0,0,0,0,2024,2099
Acct2212,Regents School of Charlottesville,,,regents-school-charlottesville-va-22903,cpalumbo@regents-school.org,+1 434 293 0633,,https://regents-school.org/,200 Bob Finley Way,,Charlottesville,Santa Clara County,VA,22903,US,37.42266030,-122.07671930,classical,regents-school-charlottesville-va-22903-fcapi-classicality-abstract.md,regents-school-charlottesville-va-22903-fcapi-classicality-audit.md,regents-school-charlottesville-va-22903-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,regents-school-charlottesville-va-22903-fcapi-classicality-abstract.md,regents-school-charlottesville-va-22903-fcapi-classicality-audit.md,regents-school-charlottesville-va-22903-v20260107-fcapi-classicality-audit.pdf,https://regents-school.org/images/regents-logo.png,,0,0,0,0,2025,2783
Acct2215,Regina Academy at St. John the Baptist,,,regina-academy-st-john-baptist-pa-18942,,+1 610 847 5523,,https://www.rasjb.org/,4040 Durham Road,,Ottsville,Bucks County,PA,18942,US,40.49571860,-75.17910800,not-found-in-audit,regina-academy-st-john-baptist-pa-18942-fcapi-classicality-abstract.md,regina-academy-st-john-baptist-pa-18942-fcapi-classicality-audit.md,regina-academy-st-john-baptist-pa-18942-v20260106-fcapi-classicality-audit.pdf,elementary-intermediate,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,regina-academy-st-john-baptist-pa-18942-fcapi-classicality-abstract.md,regina-academy-st-john-baptist-pa-18942-fcapi-classicality-audit.md,regina-academy-st-john-baptist-pa-18942-v20260106-fcapi-classicality-audit.pdf,https://rasjb.org/wp-content/uploads/2025/07/Regina_Academy-Footer-IMG.png,,0,0,0,0,219,2270
Acct2216,Regina Angelorum Academy,,,regina-angelorum-academy-pa-19003,,+1 484 587 0379,,https://reginaangelorumacademy.org/,105 Argyle Road,,Ardmore,Montgomery County,PA,19003,US,40.00577460,-75.28812410,classical,regina-angelorum-academy-pa-19003-fcapi-classicality-abstract.md,regina-angelorum-academy-pa-19003-fcapi-classicality-audit.md,regina-angelorum-academy-pa-19003-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,regina-angelorum-academy-pa-19003-fcapi-classicality-abstract.md,regina-angelorum-academy-pa-19003-fcapi-classicality-audit.md,regina-angelorum-academy-pa-19003-v20260107-fcapi-classicality-audit.pdf,https://reginaangelorumacademy.org/wp-content/uploads/2021/12/raa_logo2020.png,,0,0,0,0,220,1633
Acct2250,Regina Coeli Academy,,,regina-coeli-academy-pa-19001,,+1 215 277 1386,,https://reginacoeliacademy.com/,1525 Marian Road,,Abington,Montgomery County,PA,19001,US,40.12636710,-75.11453390,classical,regina-coeli-academy-pa-19001-fcapi-classicality-abstract.md,regina-coeli-academy-pa-19001-fcapi-classicality-audit.md,regina-coeli-academy-pa-19001-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,regina-coeli-academy-pa-19001-fcapi-classicality-abstract.md,regina-coeli-academy-pa-19001-fcapi-classicality-audit.md,regina-coeli-academy-pa-19001-v20260107-fcapi-classicality-audit.pdf,https://reginacoeliacademy.com/wp-content/uploads/2017/10/regina-coeli-logo-full.png,,0,0,0,0,221,854
Acct2251,Regina Luminis Academy,,,regina-luminis-academy-pa-19312,info@reginaluminis.org,+1 610 269 3905,,https://reginaluminis.org/,601 First Ave.,,Berwyn,Chester County,PA,19312,US,40.04619460,-75.43961620,classical,regina-luminis-academy-pa-19312-fcapi-classicality-abstract.md,regina-luminis-academy-pa-19312-fcapi-classicality-audit.md,regina-luminis-academy-pa-19312-v20251223-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,regina-luminis-academy-pa-19312-fcapi-classicality-abstract.md,regina-luminis-academy-pa-19312-fcapi-classicality-audit.md,regina-luminis-academy-pa-19312-v20251223-fcapi-classicality-audit.pdf,"https://static.wixstatic.com/media/777c67_187c54e7082043e9b08a3e7b07a3d315%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/777c67_187c54e7082043e9b08a3e7b07a3d315%7Emv2.jpg",,0,0,0,0,2029,2319
,Rehoboth Classical School,,,reheboth-classical-school-ga-30084,reception@rehoboth.org,+1 770 939 3182,,https://rehoboth.org/academies/,2997 Lawrenceville Hwy,,Tucker,,GA,30084,US,33.82950970,-84.24738870,classical,reheboth-classical-school-ga-30084-fcapi-classicality-abstract.md,reheboth-classical-school-ga-30084-fcapi-classicality-audit.md,reheboth-classical-school-ga-30084-v20260107-fcapi-classicality-audit.pdf,elementary,,,0,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,reheboth-classical-school-ga-30084-fcapi-classicality-abstract.md,reheboth-classical-school-ga-30084-fcapi-classicality-audit.md,reheboth-classical-school-ga-30084-v20260107-fcapi-classicality-audit.pdf,https://rehoboth.org/wp-content/uploads/2022/12/rehoboth-logo-wide-2.png,,0,0,0,0,3246,
Acct2261,Reign Christian Academy,,,reign-christian-academy-co-80223,,,,https://www.reignchristian.org/,1501 S Zuni St.,,Denver,Denver County,CO,80223,US,39.68921420,-105.01653560,classical,reign-christian-academy-co-80223-fcapi-classicality-abstract.md,reign-christian-academy-co-80223-fcapi-classicality-audit.md,reign-christian-academy-co-80223-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,reign-christian-academy-co-80223-fcapi-classicality-abstract.md,reign-christian-academy-co-80223-fcapi-classicality-audit.md,reign-christian-academy-co-80223-v20260107-fcapi-classicality-audit.pdf,http://static1.squarespace.com/static/63c8b3065144092260bf8d46/t/64bd890d4d19683b5648c55e/1690142989155/BLACK_Primary.png?format=1500w,,0,0,0,0,2036,829
Acct2267,Restoration Academy,,,restoration-academy-al-35064,,+1 205 785 8805,,https://www.restorationacademy.org/,4801 Gary Ave.,,Fairfield,Jefferson County,AL,35064,US,33.48985500,-86.91537530,classical,restoration-academy-al-35064-fcapi-classicality-abstract.md,restoration-academy-al-35064-fcapi-classicality-audit.md,restoration-academy-al-35064-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,restoration-academy-al-35064-fcapi-classicality-abstract.md,restoration-academy-al-35064-fcapi-classicality-audit.md,restoration-academy-al-35064-v20260107-fcapi-classicality-audit.pdf,http://static1.squarespace.com/static/5b61e800f93fd44f6ecbce34/t/5b61ee7b6d2a7399131b3dfc/1533144701126/RA_logo_HORZ_blk.png?format=1500w,,0,0,0,0,2040,166
,Revive Academy,,,revive-academy-ak-99603,admin@reviveacademyak.org,+1 616 212 7149,,https://reviveacademyak.org,818 Smoky Bay Way,,Homer,,AK,99603,US,59.64641300,-151.52119050,classical,revive-academy-ak-99603-fcapi-classicality-abstract.md,revive-academy-ak-99603-fcapi-classicality-audit.md,revive-academy-ak-99603-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate,,,0,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,revive-academy-ak-99603-fcapi-classicality-abstract.md,revive-academy-ak-99603-fcapi-classicality-audit.md,revive-academy-ak-99603-v20260107-fcapi-classicality-audit.pdf,https://revive.hk12-2.tempurl.host/wp-content/uploads/sites/8/2024/07/Untitled-design-2024-09-17T230310.421.png,,0,0,0,0,3247,
Net2174,Ridgeview Classical Schools,,,ridgeview-classical-schools-co-80525,info@ridgeviewclassical.com,+1 970 494 4620,,https://ridgeviewclassical.org/,1800 South Lemay Ave.,,Fort Collins,Larimer County,CO,80525,US,40.56282560,-105.05741090,classical,ridgeview-classical-schools-co-80525-fcapi-classicality-abstract.md,ridgeview-classical-schools-co-80525-fcapi-classicality-audit.md,ridgeview-classical-schools-co-80525-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Charter,Public,0,,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,1,0,0,1,0,0,ridgeview-classical-schools-co-80525-fcapi-classicality-abstract.md,ridgeview-classical-schools-co-80525-fcapi-classicality-audit.md,ridgeview-classical-schools-co-80525-v20260107-fcapi-classicality-audit.pdf,http://static1.squarespace.com/static/5cab6f6e2727be59654e7703/t/5cabbbbe4e17b61e74fdc966/1554758594146/updated+logo+with+motto+white.png?format=1500w,,0,0,0,0,2050,2626
,Rivendell Academy,,,rivendell-academy-ga-31907,frontdesk@rivendellacademyga.org,+1 706 223 0877,,https://rivendellacademyga.org,8303 Whitesville Rd,,Columbus,,GA,31907,US,32.57027480,-84.96988810,classical,rivendell-academy-ga-31907-fcapi-classicality-abstract.md,rivendell-academy-ga-31907-fcapi-classicality-audit.md,rivendell-academy-ga-31907-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,,,0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,rivendell-academy-ga-31907-fcapi-classicality-abstract.md,rivendell-academy-ga-31907-fcapi-classicality-audit.md,rivendell-academy-ga-31907-v20260107-fcapi-classicality-audit.pdf,https://img1.wsimg.com/isteam/ip/7792aaa7-2525-4c55-bcb2-d41a3ce9fe03/New%20Home%20Page%20Main%20Photo_1.JPG,,0,0,0,0,3248,
Acct2285,Riverbend Academy,,,riverbend-academy-fl-32174,aglenfield@riverbendacademy.org,+1 386 615 0986,,https://riverbendacademy.org/,2080 W. Granada Blvd.,,Ormond Beach,Volusia County,FL,32174,US,29.24991140,-81.13488230,classical,riverbend-academy-fl-32174-fcapi-classicality-abstract.md,riverbend-academy-fl-32174-fcapi-classicality-audit.md,riverbend-academy-fl-32174-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,riverbend-academy-fl-32174-fcapi-classicality-abstract.md,riverbend-academy-fl-32174-fcapi-classicality-audit.md,riverbend-academy-fl-32174-v20260107-fcapi-classicality-audit.pdf,https://cpmfiles1.com/riverbendacademy.org/website-header-image-3400-x-1470-3.png,,0,0,0,0,2058,2645
Acct2290,Riverstone Classical Academy,,,riverstone-classical-academy-fl-34209,,+1 813 245 4998,,https://www.riverstoneclassicalacademy.com/,1616 59th Street West,,Bradenton,Manatee County,FL,34209,US,27.48599460,-82.62141550,classical,riverstone-classical-academy-fl-34209-fcapi-classicality-abstract.md,riverstone-classical-academy-fl-34209-fcapi-classicality-audit.md,riverstone-classical-academy-fl-34209-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,riverstone-classical-academy-fl-34209-fcapi-classicality-abstract.md,riverstone-classical-academy-fl-34209-fcapi-classicality-audit.md,riverstone-classical-academy-fl-34209-v20260107-fcapi-classicality-audit.pdf,https://i0.wp.com/www.riverstoneclassicalacademy.com/wp-content/uploads/2022/04/riverstone_profilePic.png?fit=700%2C700&ssl=1,,0,0,0,0,2063,585
,Rivertree Academy,,,rivertree-academy-tx-76107,,+1 817 420 9310,,http://rivertreeacademy.org,5548 Kilpatrick Ave.,,Fort Worth,,TX,76107,US,32.72327980,-97.40424240,classical,rivertree-academy-tx-76107-fcapi-classicality-abstract.md,rivertree-academy-tx-76107-fcapi-classicality-audit.md,rivertree-academy-tx-76107-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,rivertree-academy-tx-76107-fcapi-classicality-abstract.md,rivertree-academy-tx-76107-fcapi-classicality-audit.md,rivertree-academy-tx-76107-v20260107-fcapi-classicality-audit.pdf,http://static1.squarespace.com/static/5e6827f64967826ac71986d1/t/693303ccb2a7a25e1ee180a3/1764950989019/65848775c25f475da88ef276_RivertreeLogo-white.png?format=1500w,,0,0,0,0,5270,
Acct2292,Riverwood Classical School,,,riverwood-classical-school-al-35406,secretary@riverwoodclassical.org,+1 205 758 5502,,https://riverwoodclassical.org/,501 Rice Valley Rd. N,,Tuscaloosa,Tuscaloosa County,AL,35406,US,33.24130500,-87.54217390,classical,riverwood-classical-school-al-35406-fcapi-classicality-abstract.md,riverwood-classical-school-al-35406-fcapi-classicality-audit.md,riverwood-classical-school-al-35406-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate-secondary,Private School,Private,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,riverwood-classical-school-al-35406-fcapi-classicality-abstract.md,riverwood-classical-school-al-35406-fcapi-classicality-audit.md,riverwood-classical-school-al-35406-v20260107-fcapi-classicality-audit.pdf,https://riverwoodclassical.org/static/img/omnia-logo-white.png,,0,0,0,0,2065,1928
Acct2294,Rochester Classical Academy,,,rochester-classical-academy-ny-14610,info@rochesterclassicalacademy.org,+1 585 935 1211,,https://rochesterclassicalacademy.org/,1775 East Ave.,,Rochester,Monroe County,NY,14610,US,43.14537560,-77.55708130,classical,rochester-classical-academy-ny-14610-fcapi-classicality-abstract.md,rochester-classical-academy-ny-14610-fcapi-classicality-audit.md,rochester-classical-academy-ny-14610-v20260107-fcapi-classicality-audit.pdf,elementary-intermediate,Private School,Private,0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,rochester-classical-academy-ny-14610-fcapi-classicality-abstract.md,rochester-classical-academy-ny-14610-fcapi-classicality-audit.md,rochester-classical-academy-ny-14610-v20260107-fcapi-classicality-audit.pdf,https://www.rochesterclassicalacademy.org/wp-content/uploads/2023/05/RCA_LOGO_800-2.png,,0,0,0,0,2067,1889
